lug_codigo;lug_id;lug_nombre;lug_nivel;lug_referencia
1468;220159;NUEVO PARAISO (CAB. EN UNION );4;238
1469;220160;SAN JOSE DE GUAYUSA;4;238
1470;220250;NUEVO ROCAFUERTE;4;239
1471;220254;TIPUTINI;4;239
1472;220252;CONONACO;4;239
1473;220255;YASUNI;4;239
1474;220253;SANTA MARIA DE HUIRIRIMA;4;239
1475;220251;CAPITAN AUGUSTO RIVADENEYRA;4;239
1476;220350;LA JOYA DE LOS SACHAS;4;240
1477;220352;POMPEYA;4;240
1478;220353;SAN CARLOS;4;240
1479;220358;UNION MILAGREÑA;4;240
1480;220355;LAGO SAN PEDRO;4;240
1481;220351;ENOKANQUI;4;240
1482;220357;TRES DE NOVIEMBRE;4;240
1483;220354;SAN SEBASTIAN DEL COCA;4;240
1484;220356;RUMIPAMBA;4;240
1485;220450;LORETO;4;241
1486;220454;SAN JOSE DE DAHUANO;4;241
1487;220455;SAN VICENTE DE HUATICOCHA;4;241
1488;220451;AVILA (CAB. EN HUIRUNO);4;241
1489;220452;PUERTO MURIALDO;4;241
1490;220453;SAN JOSE DE PAYAMINO;4;241
1491;230150;SANTO DOMINGO DE LOS COLORADOS;4;242
1492;230157;SANTA MARIA DEL TOACHI;4;242
1493;230156;EL ESFUERZO;4;242
1494;230153;LUZ DE AMERICA;4;242
1495;230152;PUERTO LIMON;4;242
1496;230151;ALLURIQUIN;4;242
1497;230154;SAN JACINTO DEL BUA;4;242
1498;230155;VALLE HERMOSO;4;242
1499;230101;ABRAHAM CALAZACÓN;4;242
1500;230102;BOMBOLÍ;4;242
1501;230103;CHIGUILPE;4;242
1502;230104;RÍO TOACHI;4;242
1503;230105;RÍO VERDE;4;242
1504;230106;SANTO DOMINGO DE LOS COLORADOS;4;242
1505;230107;ZARACAY;4;242
1506;230250;LA CONCORDIA;4;243
1507;230252;LA VILLEGAS;4;243
1508;230253;PLAN PILOTO;4;243
1509;230251;MONTERREY;4;243
1510;240150;SANTA ELENA;4;244
1511;240151;ATAHUALPA;4;244
1512;240156;SAN JOSE DE ANCON;4;244
1513;240153;CHANDUY;4;244
1514;240155;SIMON BOLIVAR (JULIO MORENO);4;244
1515;240152;COLONCHE;4;244
1516;240154;MANGLARALTO;4;244
1517;240101;BALLENITA;4;244
1518;240102;SANTA ELENA;4;244
1519;240250;LA LIBERTAD;4;245
1520;240350;SALINAS;4;246
1521;240351;ANCONCITO;4;246
1522;240352;JOSE LUIS TAMAYO (MUEY);4;246
1523;240301;CARLOS ESPINOZA LARREA;4;246
1524;240302;GENERAL ALBERTO ENRÍQUEZ GALLO;4;246
1525;240303;VICENTE  ROCAFUERTE;4;246
1526;240304;SANTA ROSA;4;246
1527;040302;27 DE SEPTIEMBRE;4;57
1528;040301;EL ÁNGEL;4;57
1529;110801;GENERAL ELOY ALFARO (SAN SEBASTIÁN);4;137
1530;110802;MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA);4;137
1531;120701;10 DE NOVIEMBRE;4;152
1532;110105;CARIGÁN;4;130
1533;110106;PUNZARA;4;130
